shipment_id,origin,destination,weight_kg,cost_usd,ship_date,carrier,status,supplier_id
SHP-00572,Jakarta,Manzanillo,1404.41,7554.51,2024-03-21,Global Freight,in_transit,8
SHP-00573,Manila,London,2073.36,16544.73,2024-02-28,Orient Lines,in_transit,31
SHP-00574,Mumbai,Savannah,806.65,41676.58,2024-01-12,Asia Cargo,delivered,37
SHP-00575,Kuala Lumpur,Hanoi,674.05,25656.51,2024-10-20,Asia Cargo,delivered,17
SHP-00576,Busan,Hanoi,2583.45,20302.54,2024-10-15,Pacific Express,delayed,47
SHP-00577,Manila,Barcelona,4736.3,10868.84,2024-11-06,Orient Lines,delayed,11
SHP-00578,Mumbai,Dublin,3004.39,39741.07,2024-04-03,Global Freight,delivered,44
SHP-00579,Bangkok,New York,2982.87,3488.7,2024-07-12,Orient Lines,delivered,2
SHP-00580,Mumbai,Vancouver,4298.03,25242.76,2024-08-02,Asia Cargo,in_transit,12
SHP-00581,Taipei,Montreal,2999.27,43893.74,2024-09-29,Pacific Express,delivered,43
SHP-00582,Seoul,Seattle,2696.66,109.95,2024-12-13,Orient Lines,delivered,24
SHP-00583,Osaka,Seoul,3488.37,21476.37,2024-09-03,Orient Lines,delivered,48
SHP-00584,Busan,Cartagena,489.04,6737.46,2024-09-01,Asia Cargo,delayed,6
SHP-00585,Singapore,Seattle,4383.89,20461.9,2024-04-06,Pacific Express,in_transit,1
SHP-00586,Kuala Lumpur,Vancouver,589.58,409.34,2024-12-01,Asia Cargo,in_transit,21
SHP-00587,Hong Kong,Gdansk,533.36,21332.28,2024-10-26,Global Freight,delivered,35
SHP-00588,Hong Kong,Cartagena,1828.54,13814.25,2024-12-14,Orient Lines,in_transit,27
SHP-00589,Jakarta,Buenos Aires,2412.6,18542.14,2024-10-11,Orient Lines,delivered,20
SHP-00590,Kuala Lumpur,Istanbul,3871.09,19936.58,2024-03-11,Pacific Express,in_transit,29
SHP-00591,Shenzhen,Manila,501.84,25441.76,2024-06-22,Pacific Express,delivered,41
SHP-00592,Shanghai,Hong Kong,4116.37,23609.85,2024-11-03,Orient Lines,delivered,17
SHP-00593,Mumbai,Gdansk,400.66,1935.88,2024-07-15,Orient Lines,in_transit,34
SHP-00594,Singapore,Seattle,287.79,38691.74,2024-03-30,Orient Lines,delivered,13
SHP-00595,Osaka,Kingston,4653.83,25931.76,2024-04-09,Pacific Express,in_transit,33
SHP-00596,Jakarta,London,3076.14,33717.52,2024-07-03,Asia Cargo,in_transit,11
SHP-00597,Tokyo,Antwerp,3898.47,17688.73,2024-07-21,Orient Lines,in_transit,34
SHP-00598,Shanghai,Bangkok,4595.93,27502.15,2024-10-13,Global Freight,delivered,18
SHP-00599,Mumbai,Seattle,4815.3,22765.21,2024-07-25,Pacific Express,delivered,27
SHP-00600,Jakarta,Hong Kong,2793.37,25183.3,2024-06-23,Pacific Express,delayed,17
SHP-00601,Busan,Santos,4065.83,28765.95,2024-12-21,Orient Lines,customs_hold,37
SHP-00602,Taipei,Rotterdam,3787.49,48063.87,2024-08-22,Orient Lines,delayed,2
SHP-00603,Taipei,Jakarta,1289.47,19164.53,2024-04-22,Asia Cargo,delayed,27
SHP-00604,Bangkok,Vancouver,2678.49,35055.89,2024-05-14,Asia Cargo,delivered,26
SHP-00605,Manila,Piraeus,380.61,46573.24,2024-08-31,Global Freight,delivered,37
SHP-00606,Singapore,Shenzhen,4735.62,34171.21,2024-04-07,Orient Lines,in_transit,16
SHP-00607,Hanoi,Rotterdam,4363.78,10378.59,2024-04-13,Asia Cargo,delayed,23
SHP-00608,Seoul,Taipei,599.83,3970.45,2024-12-05,Orient Lines,in_transit,49
SHP-00609,Osaka,Santos,4789.99,42408.13,2024-07-09,Global Freight,delivered,37
SHP-00610,Osaka,Antwerp,2454.28,49220.51,2024-09-18,Global Freight,delivered,49
SHP-00611,Kuala Lumpur,Jakarta,271.21,39973.53,2024-09-01,Pacific Express,delivered,26
SHP-00612,Osaka,Balboa,3879.63,22886.94,2024-03-02,Orient Lines,delivered,1
SHP-00613,Shanghai,Balboa,1054.16,29071.36,2024-06-15,Global Freight,in_transit,17
SHP-00614,Seoul,Buenos Aires,1314.61,13506.94,2024-11-09,Global Freight,delivered,32
SHP-00615,Hong Kong,Busan,2095.76,37622.18,2024-07-05,Orient Lines,delivered,12
SHP-00616,Kuala Lumpur,Jakarta,4896.37,34316.3,2024-02-21,Global Freight,delayed,36
SHP-00617,Hong Kong,Gothenburg,980.72,40011.87,2024-03-17,Orient Lines,delayed,12
SHP-00618,Hong Kong,Houston,672.79,44668.86,2024-11-18,Global Freight,in_transit,20
SHP-00619,Singapore,Buenos Aires,4292.58,2433.08,2024-02-20,Asia Cargo,delivered,17
SHP-00620,Taipei,Callao,481.96,37242.43,2024-05-13,Global Freight,delivered,36
SHP-00621,Busan,Hamburg,1721.03,20617.46,2024-06-28,Asia Cargo,in_transit,42
SHP-00622,Manila,Santos,873.11,39026.44,2024-06-30,Global Freight,in_transit,32
SHP-00623,Shenzhen,Valencia,4448.22,19084.5,2024-05-26,Orient Lines,in_transit,10
SHP-00624,Osaka,Manila,3203.08,46431.91,2024-08-03,Orient Lines,delayed,5
SHP-00625,Tokyo,Hanoi,1718.46,15708.43,2024-11-30,Global Freight,in_transit,39
SHP-00626,Manila,Lisbon,1356.6,22272.67,2024-07-04,Orient Lines,delivered,12
SHP-00627,Osaka,Tokyo,625.64,11769.63,2024-05-08,Pacific Express,delivered,26
SHP-00628,Tokyo,Taipei,319.43,43940.61,2024-10-07,Pacific Express,delivered,26
SHP-00629,Jakarta,Bangkok,520.09,30924.2,2024-02-13,Orient Lines,delivered,16
SHP-00630,Hanoi,Barcelona,2216.08,6364.26,2024-09-26,Asia Cargo,delivered,43
SHP-00631,Bangkok,Genoa,4321.27,23386.31,2024-10-03,Global Freight,delivered,9
SHP-00632,Hanoi,Santos,885.59,29899.33,2024-11-19,Orient Lines,delivered,41
SHP-00633,Jakarta,Marseille,4544.66,24108.5,2024-04-26,Pacific Express,delivered,24
SHP-00634,Hong Kong,Hamburg,779.01,577.26,2024-09-24,Asia Cargo,delivered,31
SHP-00635,Jakarta,Shanghai,3439.01,24621.99,2024-09-01,Global Freight,delivered,28
SHP-00636,Shenzhen,Barcelona,2985.22,39848.53,2024-10-07,Global Freight,delivered,36
SHP-00637,Hong Kong,Lisbon,1249.86,35761.15,2024-11-26,Orient Lines,delayed,15
SHP-00638,Singapore,Hong Kong,2111.49,12016.11,2024-11-09,Global Freight,delivered,48
SHP-00639,Jakarta,Antwerp,2064.81,42681.43,2024-04-03,Asia Cargo,delivered,41
SHP-00640,Taipei,Montreal,2264.11,35038.61,2024-09-08,Asia Cargo,delivered,10
SHP-00641,Shanghai,Santos,111.14,48618.01,2024-05-24,Global Freight,delivered,29
SHP-00642,Hanoi,Shanghai,1164.44,7576.65,2024-09-09,Asia Cargo,delivered,20
SHP-00643,Shenzhen,Houston,4989.82,23211.04,2024-01-17,Global Freight,delivered,49
SHP-00644,Seoul,Singapore,1332.88,19651.47,2024-10-05,Orient Lines,delivered,17
SHP-00645,Osaka,Gothenburg,4141.35,6141.98,2024-12-31,Asia Cargo,delivered,29
SHP-00646,Mumbai,Seoul,996.3,36779.37,2024-02-18,Asia Cargo,delivered,44
SHP-00647,Singapore,Genoa,793.48,36425.44,2024-10-08,Pacific Express,delivered,41
SHP-00648,Singapore,Osaka,1802.45,2651.77,2024-12-07,Asia Cargo,customs_hold,16
SHP-00649,Manila,Le Havre,1622.91,8409.65,2024-05-21,Pacific Express,delivered,16
SHP-00650,Shanghai,Mumbai,2905.59,34553.03,2024-12-18,Asia Cargo,delivered,6
SHP-00651,Mumbai,Hanoi,2499.85,34312.93,2024-06-22,Pacific Express,delivered,42
SHP-00652,Seoul,Santos,3957.44,6335.08,2024-04-29,Global Freight,customs_hold,42
SHP-00653,Shenzhen,Istanbul,4027.72,21964.01,2024-04-08,Pacific Express,in_transit,23
SHP-00654,Hanoi,Jakarta,1253.86,2022.45,2024-12-27,Orient Lines,in_transit,35
SHP-00655,Hanoi,Houston,949.28,9372.01,2024-06-27,Global Freight,in_transit,18
SHP-00656,Osaka,Seattle,4572.41,27748.29,2024-02-05,Asia Cargo,delivered,17
SHP-00657,Jakarta,Gdansk,2270.67,38807.1,2024-09-16,Orient Lines,in_transit,2
SHP-00658,Kuala Lumpur,Gdansk,3880.19,11977.39,2024-02-02,Orient Lines,delivered,44
SHP-00659,Taipei,Buenos Aires,771.08,14192.3,2024-07-28,Global Freight,delivered,34
SHP-00660,Manila,Singapore,219.36,46893.09,2024-04-01,Pacific Express,delivered,32
SHP-00661,Mumbai,Taipei,159.57,32105.5,2024-07-17,Orient Lines,delivered,45
SHP-00662,Kuala Lumpur,Hamburg,245.9,11075.1,2024-02-06,Pacific Express,customs_hold,14
SHP-00663,Manila,Houston,4642.05,41612.28,2024-08-27,Pacific Express,delivered,48
SHP-00664,Busan,Dublin,4110.22,39722.77,2024-01-30,Global Freight,delivered,47
SHP-00665,Tokyo,Marseille,390.14,10834.21,2024-09-22,Pacific Express,delivered,15
SHP-00666,Jakarta,Gothenburg,947.71,26333.29,2024-05-07,Asia Cargo,in_transit,36
SHP-00667,Hong Kong,Taipei,3831.53,28849.35,2024-12-11,Orient Lines,in_transit,28
SHP-00668,Busan,Hong Kong,834.46,9060.81,2024-07-24,Global Freight,in_transit,35
SHP-00669,Kuala Lumpur,Valencia,4667.63,45129.12,2024-10-08,Global Freight,delayed,27
SHP-00670,Shenzhen,Callao,2153.23,36307.09,2024-11-07,Asia Cargo,in_transit,14
SHP-00671,Hong Kong,Buenos Aires,4630.77,12741.75,2024-08-19,Orient Lines,customs_hold,1
SHP-00672,Hanoi,Seoul,4914.79,29808.35,2024-09-22,Asia Cargo,customs_hold,20
SHP-00673,Shanghai,Marseille,4921.98,10780.4,2024-06-10,Pacific Express,in_transit,45
SHP-00674,Osaka,Antwerp,4595.6,25588.01,2024-10-19,Asia Cargo,delivered,30
SHP-00675,Bangkok,Manila,692.47,18385.79,2024-10-25,Asia Cargo,delivered,20
SHP-00676,Tokyo,Cartagena,1999.29,45898.2,2024-02-09,Global Freight,in_transit,12
SHP-00677,Taipei,Cartagena,4097.67,4813.43,2024-11-24,Global Freight,delivered,37
SHP-00678,Hong Kong,Bangkok,3900.72,46097.48,2024-06-20,Global Freight,delayed,28
SHP-00679,Hong Kong,Jakarta,4349.0,11374.55,2024-11-30,Pacific Express,in_transit,41
SHP-00680,Hong Kong,Mumbai,1524.26,2107.05,2024-10-03,Asia Cargo,delivered,45
SHP-00681,Mumbai,Manila,253.07,36592.35,2024-07-20,Orient Lines,in_transit,37
SHP-00682,Jakarta,Bangkok,1110.82,14524.66,2024-07-20,Asia Cargo,delivered,6
SHP-00683,Taipei,Cartagena,3726.7,27430.21,2024-05-14,Pacific Express,delivered,28
SHP-00684,Shenzhen,Jakarta,3810.28,24072.08,2024-04-11,Orient Lines,delivered,37
SHP-00685,Mumbai,Buenos Aires,3080.18,36796.6,2024-05-06,Asia Cargo,delivered,50
SHP-00686,Hong Kong,Genoa,3423.85,28822.11,2024-02-27,Orient Lines,delivered,23
SHP-00687,Mumbai,Genoa,1722.95,32787.72,2024-06-05,Asia Cargo,customs_hold,40
SHP-00688,Osaka,Valencia,3116.1,22051.15,2024-04-29,Asia Cargo,in_transit,10
SHP-00689,Shenzhen,Bangkok,562.3,2774.17,2024-11-13,Asia Cargo,delayed,19
SHP-00690,Shanghai,Piraeus,3469.13,5608.34,2024-08-18,Orient Lines,delivered,14
SHP-00691,Hanoi,Santos,1059.77,27343.89,2024-05-12,Orient Lines,in_transit,10
SHP-00692,Hanoi,Kingston,92.43,29171.1,2024-12-05,Pacific Express,delivered,4
SHP-00693,Singapore,Osaka,3946.05,30917.34,2024-01-28,Orient Lines,in_transit,1
SHP-00694,Tokyo,Gothenburg,3302.03,33165.93,2024-12-03,Global Freight,delayed,2
SHP-00695,Singapore,Manzanillo,1932.92,48990.65,2024-09-17,Pacific Express,delayed,32
SHP-00696,Osaka,Seattle,2658.04,9361.55,2024-09-13,Orient Lines,in_transit,46
SHP-00697,Shanghai,Mumbai,1237.34,26494.3,2024-06-19,Orient Lines,delivered,11
SHP-00698,Shanghai,Istanbul,3421.71,17801.14,2024-06-03,Asia Cargo,customs_hold,33
SHP-00699,Singapore,Mumbai,3129.15,43939.93,2024-01-16,Global Freight,delivered,22
SHP-00700,Busan,Lisbon,3284.83,4435.36,2024-07-14,Asia Cargo,delivered,37
SHP-00701,Seoul,Le Havre,4852.7,45491.28,2024-06-17,Orient Lines,delivered,14
SHP-00702,Manila,Jakarta,2905.36,34218.23,2024-04-13,Asia Cargo,delivered,46
SHP-00703,Busan,Vancouver,4547.86,21531.71,2024-03-15,Asia Cargo,delivered,36
SHP-00704,Jakarta,Taipei,921.08,41984.15,2024-03-15,Pacific Express,in_transit,27
SHP-00705,Hong Kong,Marseille,2215.3,46691.74,2024-11-22,Global Freight,delivered,13
SHP-00706,Tokyo,Kuala Lumpur,924.14,38134.25,2024-11-09,Global Freight,in_transit,40
SHP-00707,Mumbai,Seattle,1161.3,34384.53,2024-07-02,Pacific Express,in_transit,31
SHP-00708,Seoul,Miami,4230.77,23464.74,2024-11-28,Global Freight,delivered,25
SHP-00709,Taipei,Los Angeles,687.99,9703.33,2024-01-17,Orient Lines,in_transit,1
SHP-00710,Busan,Antwerp,4751.02,11166.58,2024-12-09,Asia Cargo,in_transit,5
SHP-00711,Seoul,Valencia,4335.71,24522.65,2024-06-15,Orient Lines,delayed,28
SHP-00712,Hong Kong,Seoul,3039.85,41225.21,2024-06-09,Orient Lines,in_transit,48
SHP-00713,Kuala Lumpur,Seattle,2681.03,32087.62,2024-12-26,Pacific Express,delivered,29
SHP-00714,Taipei,Seoul,4388.96,12323.8,2024-10-02,Orient Lines,customs_hold,3
SHP-00715,Jakarta,Gothenburg,2580.88,31550.9,2024-01-26,Asia Cargo,delivered,26
SHP-00716,Busan,Marseille,3868.5,14331.43,2024-03-26,Orient Lines,delivered,4
SHP-00717,Hanoi,Vancouver,4518.43,23205.77,2024-11-26,Orient Lines,delivered,33
SHP-00718,Tokyo,Shenzhen,3893.77,46895.23,2024-12-22,Asia Cargo,delivered,21
SHP-00719,Taipei,Tokyo,894.8,29536.26,2024-12-30,Asia Cargo,delayed,6
SHP-00720,Singapore,Genoa,3458.74,45362.77,2024-03-24,Pacific Express,delivered,46
SHP-00721,Taipei,Callao,1815.04,26214.67,2024-07-15,Asia Cargo,delivered,25
SHP-00722,Shanghai,Hanoi,4561.31,28296.3,2024-12-03,Asia Cargo,delivered,10
SHP-00723,Seoul,Singapore,2098.2,15510.44,2024-08-16,Global Freight,in_transit,8
SHP-00724,Busan,Jakarta,4802.19,226.47,2024-05-09,Pacific Express,delivered,32
SHP-00725,Jakarta,Shanghai,3040.12,24698.67,2024-04-21,Orient Lines,delivered,29
SHP-00726,Tokyo,Seattle,3000.71,12273.42,2024-10-07,Global Freight,in_transit,36
SHP-00727,Osaka,Busan,245.07,7455.4,2024-11-30,Global Freight,delivered,3
SHP-00728,Manila,Cartagena,4190.15,14957.16,2024-02-14,Pacific Express,delivered,12
SHP-00729,Seoul,Balboa,1422.26,33063.18,2024-12-24,Asia Cargo,customs_hold,48
SHP-00730,Kuala Lumpur,Gdansk,4657.43,4701.66,2024-06-02,Global Freight,delivered,25
SHP-00731,Osaka,Singapore,3792.33,42173.32,2024-02-03,Global Freight,delivered,8
SHP-00732,Hanoi,Antwerp,1646.38,20717.21,2024-04-17,Asia Cargo,in_transit,7
SHP-00733,Kuala Lumpur,Callao,2644.97,4429.1,2024-12-18,Global Freight,delivered,21
SHP-00734,Singapore,Vancouver,2875.93,31181.05,2024-03-07,Orient Lines,delivered,41
SHP-00735,Taipei,Houston,4040.0,44189.0,2024-04-29,Global Freight,customs_hold,1
SHP-00736,Tokyo,Seoul,2324.7,39846.79,2024-04-16,Orient Lines,delivered,22
SHP-00737,Bangkok,Buenos Aires,4030.31,10656.28,2024-11-23,Asia Cargo,in_transit,17
SHP-00738,Shenzhen,Singapore,1539.21,25359.15,2024-06-14,Pacific Express,delivered,22
SHP-00739,Bangkok,Lisbon,3622.12,30818.87,2024-01-15,Asia Cargo,delivered,22
SHP-00740,Busan,Balboa,2395.8,23751.3,2024-01-19,Asia Cargo,delivered,41
SHP-00741,Taipei,Santos,4479.7,23150.38,2024-07-30,Pacific Express,delayed,20
SHP-00742,Kuala Lumpur,Balboa,1577.86,26817.48,2024-04-16,Global Freight,in_transit,23
SHP-00743,Tokyo,Manila,1402.66,1607.1,2024-07-11,Asia Cargo,in_transit,25
SHP-00744,Seoul,Seattle,584.66,39128.08,2024-06-06,Global Freight,in_transit,18
SHP-00745,Hong Kong,Bangkok,2485.52,11920.23,2024-08-19,Global Freight,delivered,20
SHP-00746,Seoul,Jakarta,1871.39,1917.88,2024-04-13,Pacific Express,delivered,2
SHP-00747,Shenzhen,Los Angeles,4524.83,7746.18,2024-06-23,Orient Lines,in_transit,34
SHP-00748,Singapore,Genoa,716.9,43596.36,2024-09-21,Asia Cargo,delivered,3
SHP-00749,Taipei,Gothenburg,3568.53,26141.13,2024-01-03,Global Freight,customs_hold,44
SHP-00750,Osaka,Seattle,4359.44,16697.82,2024-01-24,Pacific Express,delivered,43
SHP-00751,Hanoi,Marseille,112.89,37936.77,2024-11-23,Asia Cargo,delivered,13
SHP-00752,Singapore,Antwerp,2661.61,38650.72,2024-12-09,Pacific Express,delivered,11
SHP-00753,Singapore,Jakarta,76.78,31166.1,2024-09-20,Pacific Express,delivered,23
SHP-00754,Jakarta,Genoa,1355.62,47166.73,2024-05-25,Asia Cargo,delivered,20
SHP-00755,Kuala Lumpur,Piraeus,2703.12,2583.77,2024-01-15,Orient Lines,delayed,4
SHP-00756,Tokyo,Gothenburg,269.47,21351.96,2024-04-01,Orient Lines,in_transit,20
SHP-00757,Bangkok,Osaka,3564.64,33559.97,2024-09-30,Pacific Express,customs_hold,49
SHP-00758,Shenzhen,New York,2839.16,4691.16,2024-12-23,Orient Lines,delivered,20
SHP-00759,Manila,Manzanillo,3551.22,23296.56,2024-04-28,Asia Cargo,delivered,40
SHP-00760,Singapore,Gdansk,1960.69,34995.75,2024-12-06,Global Freight,in_transit,21
SHP-00761,Taipei,Houston,151.81,23792.95,2024-06-28,Orient Lines,delivered,11
SHP-00762,Singapore,Istanbul,3022.4,6413.33,2024-02-22,Orient Lines,delayed,7
SHP-00763,Bangkok,Buenos Aires,3247.43,39631.93,2024-09-29,Orient Lines,delivered,27
SHP-00764,Mumbai,Montreal,1218.83,7993.06,2024-09-03,Orient Lines,delivered,14
SHP-00765,Osaka,Savannah,2156.03,49011.25,2024-10-17,Global Freight,delivered,16
SHP-00766,Seoul,Kingston,3348.19,36981.38,2024-12-30,Orient Lines,delivered,39
SHP-00767,Taipei,Genoa,2775.66,41110.05,2024-03-31,Global Freight,customs_hold,5
SHP-00768,Kuala Lumpur,Hong Kong,3427.7,29840.45,2024-07-13,Global Freight,delivered,43
SHP-00769,Shanghai,Hong Kong,1088.45,6988.89,2024-10-24,Pacific Express,in_transit,43
SHP-00770,Seoul,Valencia,2656.51,19529.63,2024-10-22,Orient Lines,delivered,44
SHP-00771,Busan,Genoa,1499.03,39727.62,2024-12-13,Global Freight,delayed,28
SHP-00772,Hanoi,Istanbul,4951.45,29157.21,2024-11-09,Orient Lines,delayed,19
SHP-00773,Shanghai,Gdansk,4505.43,48396.58,2024-01-01,Global Freight,delivered,19
SHP-00774,Osaka,Tokyo,1176.59,35125.98,2024-07-20,Global Freight,in_transit,26
SHP-00775,Hong Kong,Le Havre,2725.82,33141.25,2024-08-31,Asia Cargo,delivered,25
SHP-00776,Osaka,Gdansk,4199.89,7755.65,2024-12-09,Asia Cargo,delivered,5
SHP-00777,Manila,Tokyo,720.41,44250.19,2024-12-02,Orient Lines,customs_hold,9
SHP-00778,Tokyo,Kuala Lumpur,3211.39,20821.98,2024-08-21,Orient Lines,in_transit,30
SHP-00779,Jakarta,Le Havre,2760.47,22529.79,2024-06-30,Asia Cargo,delivered,39
SHP-00780,Shanghai,Cartagena,2491.04,36559.12,2024-12-30,Global Freight,delivered,35
SHP-00781,Kuala Lumpur,Gdansk,167.79,1941.36,2024-09-04,Global Freight,delivered,31
SHP-00782,Hanoi,Bangkok,710.87,36578.09,2024-05-23,Orient Lines,delivered,34
SHP-00783,Busan,Montreal,442.69,23648.96,2024-12-05,Pacific Express,in_transit,35
SHP-00784,Shenzhen,Savannah,1562.84,2686.07,2024-06-24,Pacific Express,delivered,33
SHP-00785,Busan,Los Angeles,2870.04,16609.12,2024-06-29,Global Freight,delivered,3
SHP-00786,Hanoi,Seattle,3747.25,36362.24,2024-10-15,Global Freight,delivered,31
SHP-00787,Kuala Lumpur,Hanoi,2864.51,32833.18,2024-05-29,Pacific Express,delivered,6
SHP-00788,Seoul,Miami,384.77,39198.95,2024-05-09,Asia Cargo,in_transit,18
SHP-00789,Osaka,Hamburg,71.51,5621.89,2024-03-30,Asia Cargo,in_transit,24
SHP-00790,Shenzhen,Hanoi,1306.63,35053.7,2024-09-05,Asia Cargo,in_transit,3
SHP-00791,Bangkok,Hong Kong,4836.74,29797.43,2024-03-19,Orient Lines,in_transit,27
SHP-00792,Shenzhen,Gothenburg,1190.12,22037.24,2024-11-22,Asia Cargo,delivered,47
SHP-00793,Osaka,Istanbul,272.1,13256.56,2024-02-29,Pacific Express,delivered,26
SHP-00794,Taipei,Marseille,2381.59,47415.18,2024-09-29,Asia Cargo,delivered,46
SHP-00795,Hong Kong,Los Angeles,1313.49,26545.58,2024-08-10,Pacific Express,delivered,29
SHP-00796,Hong Kong,Balboa,1578.79,26536.16,2024-01-22,Pacific Express,delayed,41
SHP-00797,Bangkok,Le Havre,3052.62,32620.69,2024-05-19,Global Freight,delivered,7
SHP-00798,Singapore,Manzanillo,2921.09,23082.37,2024-12-11,Asia Cargo,in_transit,38
SHP-00799,Shenzhen,Osaka,2600.0,33902.02,2024-04-02,Global Freight,delivered,44
SHP-00800,Shanghai,Bangkok,60.3,4930.05,2024-02-23,Orient Lines,delivered,47
SHP-00801,Singapore,Hamburg,965.8,1233.84,2024-02-17,Pacific Express,customs_hold,43
SHP-00802,Busan,Osaka,4752.47,31922.24,2024-12-28,Pacific Express,delivered,39
SHP-00803,Seoul,Gothenburg,3282.14,44999.87,2024-10-16,Asia Cargo,delayed,45
SHP-00804,Seoul,Hamburg,1473.2,33040.87,2024-02-08,Orient Lines,customs_hold,18
SHP-00805,Shenzhen,Le Havre,3461.26,33395.58,2024-06-14,Global Freight,delivered,5
SHP-00806,Singapore,Mumbai,1914.3,16666.1,2024-01-31,Global Freight,customs_hold,17
SHP-00807,Seoul,Valencia,347.46,48972.13,2024-04-12,Orient Lines,delivered,32
SHP-00808,Tokyo,Manila,2703.39,21591.12,2024-11-10,Pacific Express,delayed,46
SHP-00809,Singapore,Taipei,174.79,3567.1,2024-05-08,Orient Lines,delivered,32
SHP-00810,Seoul,Manzanillo,3201.86,46648.04,2024-12-06,Orient Lines,delivered,45
SHP-00811,Bangkok,Lisbon,2873.41,25793.38,2024-09-08,Orient Lines,delivered,47
SHP-00812,Shenzhen,Singapore,2700.87,215.2,2024-12-18,Orient Lines,delivered,35
SHP-00813,Busan,Istanbul,1667.53,15176.26,2024-01-29,Pacific Express,delivered,22
SHP-00814,Tokyo,New York,3802.39,14533.44,2024-04-13,Asia Cargo,in_transit,25
SHP-00815,Manila,Osaka,1494.7,19535.73,2024-02-24,Global Freight,delivered,41
SHP-00816,Taipei,Osaka,700.14,9694.98,2024-10-30,Asia Cargo,delivered,5
SHP-00817,Shenzhen,Santos,3217.22,25009.22,2024-08-18,Pacific Express,delivered,4
SHP-00818,Bangkok,Seoul,2027.84,10623.32,2024-11-30,Orient Lines,customs_hold,35
SHP-00819,Seoul,Savannah,1165.31,3648.07,2024-03-13,Orient Lines,in_transit,31
SHP-00820,Busan,Montreal,229.49,35079.78,2024-03-07,Pacific Express,delivered,4
SHP-00821,Busan,Marseille,4103.79,4909.75,2024-11-08,Asia Cargo,delayed,5
SHP-00822,Osaka,Hong Kong,571.34,29769.12,2024-11-11,Asia Cargo,delivered,13
SHP-00823,Hong Kong,Piraeus,4057.7,49110.53,2024-12-13,Orient Lines,delivered,44
SHP-00824,Kuala Lumpur,Santos,687.08,41829.53,2024-04-19,Pacific Express,in_transit,22
SHP-00825,Tokyo,Jakarta,1369.83,37889.63,2024-03-27,Global Freight,in_transit,29
SHP-00826,Mumbai,Savannah,203.97,5043.39,2024-11-19,Orient Lines,in_transit,2
SHP-00827,Busan,Houston,404.07,410.84,2024-02-15,Global Freight,delivered,50
SHP-00828,Taipei,Kuala Lumpur,1031.2,32009.29,2024-09-24,Orient Lines,delivered,12
SHP-00829,Kuala Lumpur,Seoul,2981.56,35874.08,2024-11-09,Pacific Express,in_transit,20
SHP-00830,Bangkok,Dublin,23.35,11820.17,2024-03-01,Pacific Express,in_transit,49
SHP-00831,Jakarta,Miami,1096.77,38528.05,2024-12-03,Asia Cargo,delivered,13
SHP-00832,Tokyo,Manila,3426.38,48430.26,2024-08-30,Orient Lines,delivered,43
SHP-00833,Busan,Seoul,270.61,18241.44,2024-04-17,Orient Lines,delivered,40
SHP-00834,Shenzhen,New York,217.07,37033.82,2024-10-02,Asia Cargo,delivered,2
SHP-00835,Taipei,Miami,580.77,44759.2,2024-08-15,Global Freight,delivered,48
SHP-00836,Manila,Genoa,1150.7,5551.14,2024-04-26,Pacific Express,delivered,27
SHP-00837,Osaka,Shenzhen,1877.97,11072.1,2024-08-29,Orient Lines,delivered,28
SHP-00838,Seoul,Busan,4639.47,22776.79,2024-07-17,Global Freight,delivered,47
SHP-00839,Mumbai,Callao,1793.27,13521.24,2024-06-20,Asia Cargo,delivered,37
SHP-00840,Shanghai,Antwerp,682.94,42589.99,2024-08-22,Orient Lines,delivered,22
SHP-00841,Mumbai,Barcelona,3018.38,39487.87,2024-11-22,Asia Cargo,in_transit,36
SHP-00842,Osaka,London,432.83,42855.84,2024-09-07,Asia Cargo,in_transit,30
SHP-00843,Singapore,Shanghai,3650.22,36822.13,2024-05-06,Asia Cargo,delivered,38
SHP-00844,Mumbai,Savannah,4731.29,45692.05,2024-01-03,Orient Lines,customs_hold,3
SHP-00845,Taipei,Miami,168.59,26579.53,2024-09-02,Pacific Express,delivered,16
SHP-00846,Tokyo,Buenos Aires,3765.52,34673.33,2024-07-27,Asia Cargo,delivered,19
SHP-00847,Mumbai,Manzanillo,4994.76,845.71,2024-12-08,Global Freight,delivered,30
SHP-00848,Osaka,Cartagena,3736.56,1269.45,2024-08-20,Orient Lines,in_transit,46
SHP-00849,Hong Kong,Shenzhen,3949.4,18552.5,2024-08-25,Pacific Express,delayed,5
SHP-00850,Hong Kong,Piraeus,2654.84,14864.67,2024-05-18,Asia Cargo,in_transit,6
SHP-00851,Kuala Lumpur,Piraeus,3678.94,2787.84,2024-12-11,Global Freight,delayed,8
SHP-00852,Hong Kong,Gdansk,2327.03,2091.67,2024-07-06,Asia Cargo,in_transit,46
SHP-00853,Tokyo,Buenos Aires,3546.83,10275.39,2024-06-20,Asia Cargo,delivered,42
SHP-00854,Taipei,Savannah,4355.72,35157.04,2024-04-25,Global Freight,delivered,18
SHP-00855,Jakarta,Balboa,2114.93,2770.28,2024-07-09,Global Freight,delivered,33
SHP-00856,Jakarta,Taipei,2351.08,26618.63,2024-09-29,Global Freight,delivered,24
SHP-00857,Shenzhen,Balboa,4726.85,40449.35,2024-02-03,Asia Cargo,delayed,30
SHP-00858,Tokyo,Hong Kong,1953.72,8981.65,2024-02-09,Pacific Express,delivered,8
